Município,Empreend,Tipo Atualiz,Exec,Proj,Lote,Status Lote,Ação,Realiz,Inic Empreend,Fim Empreend,Data do Projeto,Data Medição,% Exec,Sit Empreend,Valor Empreend,Valor Tesouro,Valor Contrap,Empreendimento,Progr,Programa,Cód.Componente,Componente,Cód Bem,Remessa,Ind Aceita,Cód. Escr. Reg,Executor,Escritório Regional,Cód Assoc,Nº Convênio,Associação
Santa Tereza do Oeste,100081,A,292,15,1,Concluído,,223,7/3/2012,9/3/2012,4/26/2012,9/3/2012,100,1,"291,351.68","240,000.00","51,351.68",Pavimentação - TST.Rua Vera Cruz (entre Av. Assunção e Rua João Calazans).Rua Erval (entre Av Paraná e Rua Vera Cruz).Rua Jeca Silvério (entre Av. Paraná e Av. Assunção).Rua João Vargas (entre Av. Paraná e Rua Indaial).Rua Agostini (entre Rua Vera Cruz e ,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Santa Tereza do Oeste,Escritório Regional de Cascavel,7,1723/2012-0036,Associação dos Municípios do Oeste do Paraná
Santa Tereza do Oeste,100496,A,292,19,1,Concluído,,223,6/18/2014,12/10/2015,12/18/2013,12/10/2015,100,1,"377,386.76","350,000.00","27,386.76",Pavimentação -  CBUQ.RUA ROBERSON CAVALHAIS DA SILVA: entre Rua Eurico Eloi Marcelino e Rua Raimunda Salles.RUA ANTONIO APARECIDO TIOZO: entre Rua Raimunda Salles e Rua Roque Machado Pereira.RUA RAIMUNDA SALLES: entre Rua Antonio Aparecido Tiozo e Rua Rob,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Santa Tereza do Oeste,Escritório Regional de Cascavel,7,1923/2013-0439,Associação dos Municípios do Oeste do Paraná
Santa Terezinha de Itaipu,100311,A,293,37,1,Concluído,,1092,9/3/2014,9/4/2014,5/2/2014,9/4/2014,100,1,"114,000.00","71,445.36","42,554.64",Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16 (15+1) - mínima potência efetiva líquida 127 CV e demais características técnicas constante do MODELO 07.,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,5,Santa Terezinha de Itaipu,Escritório Regional de Cascavel,7,2023/2014-0061,Associação dos Municípios do Oeste do Paraná
Santa Terezinha de Itaipu,100541,A,293,33,1,Concluído,,223,11/24/2012,5/22/2013,5/23/2012,5/22/2013,100,1,"344,750.00","275,800.00","68,950.00","Pavimentação - Pedra Irregular e Lajota Sextavada.Rua LÍbero Pasini (entre Av. Adolpho Lollato e Rua Osvaldo Dal Pont e entre Rua Sebastiana Barusso e Rua Antonio Dal Toé).Rua Brás Emiliano (entre Av. das Rosas + 232,05 m).",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Santa Terezinha de Itaipu,Escritório Regional de Cascavel,7,1723/2012-0066,Associação dos Municípios do Oeste do Paraná
Santa Terezinha de Itaipu,100542,A,293,34,1,Concluído,,234,2/12/2014,3/28/2014,9/16/2013,3/28/2014,100,1,"436,428.65","436,428.65",0,RECAPE - CBUQ.Rua Gabriel Hoepers (entre Rua Bahia e Rua Pernambuco).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Santa Terezinha de Itaipu,Escritório Regional de Cascavel,7,1923/2013-0259,Associação dos Municípios do Oeste do Paraná
Santa Terezinha de Itaipu,100543,A,293,35,1,Concluído,,1093,6/18/2014,6/19/2014,3/20/2014,6/19/2014,100,1,"355,000.00","300,000.00","55,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) PÁ CARREGADEIRA SOBRE RODAS com potência mínima efetiva líquida de 132 HP, Peso operacional 11.300 Kg, capacidade mínima da Caçamba de 2,00 m³ e demais características técnicas constantes",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Santa Terezinha de Itaipu,Escritório Regional de Cascavel,7,2023/2013-0690,Associação dos Municípios do Oeste do Paraná
Santana do Itararé,100115,A,294,14,1,Em Execução,,223,6/9/2014,3/4/2017,11/28/2013,4/19/2016,71.67,2,"329,400.00","236,078.30",0,"Pavimentação - Bloco de Concreto / Paver.Rua Inacio Isac, entre a Rua Ver. Benedito Canedo de Oliveira e a Rua Olaria.Rua Paraná, entre a Rua Romildo Marcos Pereira e a mesma rua Paraná.Rua Francisco Radoski, entre a Rua Romildo Marcos Pereira e a mesma r",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Santana do Itararé,Escritório Regional de Londrina,12,1923/2013-0607,Associação dos Municípios do Norte Pioneiro
Santana do Itararé,100301,A,294,15,1,Concluído,,1092,3/9/2015,3/10/2015,8/29/2014,3/10/2015,100,1,"129,200.00","123,047.62","6,152.38","Aquisição de Veículo para Saúde sendo: Lote 1 - 01 (UM) Veículo tipo AMBULÂNCIA SIMPLES REMOÇÃO, mínima potência efetiva líquida 114 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,3,Santana do Itararé,Escritório Regional de Londrina,12,2023/2014-0086,Associação dos Municípios do Norte Pioneiro
Santo Antônio da Platina,100424,A,295,28,1,Concluído,,234,6/23/2014,10/17/2014,3/17/2014,10/17/2014,100,1,"570,000.00","550,000.00","20,000.00","RECAPE - CBUQ.Av. Frei Guilherme Maria, entre as Rua Dona Jovelina Dias França e a Rua 11.Rua Dr. Dário Vilela, entre as Rua Dep. José Afonso e a Rua Aurora.Rua Rio Branco, entre a Ponte do Boi Pintado e a Rua Acácia.Rua Acácia, entre a Rua 24 de Maio e a",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Santo Antônio da Platina,Escritório Regional de Londrina,12,1923/2013-0496,Associação dos Municípios do Norte Pioneiro
Santo Antônio do Caiuá,100478,A,296,20,1,Concluído,,1091,2/6/2014,2/7/2014,9/13/2013,2/7/2014,100,1,"137,300.00","137,300.00",0,"Lote 1- Aquisição de 03 veículos utilitários para apoio à educação, com motor potencia mínima de 60 CV, gasolina, 5 marchas à frente, câmbio manual e demais especificações conforme MODELO 7Lote 2- Aquisição de 01 veículo utilitário para apoio administrati",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,4,Santo Antônio do Caiuá,Escritório Regional de Maringá,13,1923/2013-0260,Associação dos Municípios do Noroeste do Paraná
Santo Antônio do Caiuá,100478,A,296,20,2,Concluído,,1091,2/6/2014,2/7/2014,9/13/2013,2/7/2014,100,1,"137,300.00","137,300.00",0,"Lote 1- Aquisição de 03 veículos utilitários para apoio à educação, com motor potencia mínima de 60 CV, gasolina, 5 marchas à frente, câmbio manual e demais especificações conforme MODELO 7Lote 2- Aquisição de 01 veículo utilitário para apoio administrati",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,4,Santo Antônio do Caiuá,Escritório Regional de Maringá,13,1923/2013-0260,Associação dos Municípios do Noroeste do Paraná
Santo Antônio do Caiuá,100478,A,296,20,3,Concluído,,1091,2/6/2014,2/7/2014,9/13/2013,2/7/2014,100,1,"137,300.00","137,300.00",0,"Lote 1- Aquisição de 03 veículos utilitários para apoio à educação, com motor potencia mínima de 60 CV, gasolina, 5 marchas à frente, câmbio manual e demais especificações conforme MODELO 7Lote 2- Aquisição de 01 veículo utilitário para apoio administrati",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,4,Santo Antônio do Caiuá,Escritório Regional de Maringá,13,1923/2013-0260,Associação dos Municípios do Noroeste do Paraná
Santo Antônio do Caiuá,100479,A,296,21,1,Concluído,,234,5/6/2014,5/7/2014,10/21/2013,5/7/2014,100,1,"149,959.38","149,959.38",0,RECAPE - TST.Av. São João (entre Rua São Sebastião e Rua São Pedro) (2 pistas).Av. São João (entre Rua Santo Antônio e Final do trecho) (2 pistas).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Santo Antônio do Caiuá,Escritório Regional de Maringá,13,1923/2013-0261,Associação dos Municípios do Noroeste do Paraná
Santo Antônio do Paraíso,100141,A,297,13,1,Concluído,,1097,6/23/2014,6/21/2016,10/29/2013,6/21/2016,100,1,"284,182.38","284,182.38",0,Urbanização / Calçadas.Av. Dep. Nilson Ribas.Rua D. Pedro Felipck.Rua Sidney Navarro.Rua Walter Guimarães.Praça Municipal Diogo Navarro Sanches.,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Santo Antônio do Paraíso,Escritório Regional de Londrina,11,2123/2013-0432,Associação dos Municípios do Norte do Paraná
Santo Inácio,100480,A,299,16,1,Medição Encerrada,,234,6/11/2014,8/2/2014,10/22/2013,8/2/2014,100,1,"319,026.14","319,026.14",0,RECAPE - CBUQ.Avenida Raposo Tavares (entre as ruas Max Herman e Georgina A. Teixeira).Avenida Raposo Tavares (entre as ruas Josefa Matos Garcia e Alberto Barbosa de Oliveira).Rua Massaru Uchida (entre as ruas Marcelino Alves de Alcântara e Zulmira Santos,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Santo Inácio,Escritório Regional de Maringá,14,1923/2013-0339,Associação dos Municípos do Setentrião Paranaense
São Carlos do Ivaí,100142,A,300,17,1,Concluído,,1097,6/27/2014,1/19/2015,4/10/2014,1/19/2015,100,1,"298,426.26","298,426.26",0,Urbanização / Calçadas.Av. Ivaí: entre R. Dona Isabel e R. Pres. Castelo Branco (eixo A)Av. Ivaí: entre R. Dona Isabel e R. Pres. Castelo Branco (eixo B)Av. Ivaí: entre R. Pres. Castelo Branco e Av. XV de Novembro (eixo.,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,São Carlos do Ivaí,Escritório Regional de Maringá,13,2123/2013-0433,Associação dos Municípios do Noroeste do Paraná
São Carlos do Ivaí,100481,A,300,15,1,Concluído,,234,11/19/2013,2/25/2014,8/19/2013,2/25/2014,100,1,"375,333.05","330,000.00","45,333.05",RECAPE - CBUQ.Avenida Ivaí entre Rua Bahia e Rua Olavo Bilac.Avenida Ivaí entre Rua Olavo Bilac e Rua Campo Salles.Avenida Ivaí entre Rua Campo Salles e Rua Carlos Cavalcanti.Avenida Ivaí entre Avenida Tiradentes e Rua Oswaldo Cruz.Avenida Ivaí entre Rua ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,São Carlos do Ivaí,Escritório Regional de Maringá,13,1923/2013-0103,Associação dos Municípios do Noroeste do Paraná
São João,100544,A,302,28,1,Concluído,,1093,6/27/2014,6/28/2014,3/28/2014,6/28/2014,100,1,"570,000.00","400,000.00","170,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 02 (DOIS) CAMINHÕES CAÇAMBAS BASCULANTES 6x4 com potência mínima efetiva de 275 CV, Caçamba Basculante com capacidade de 14,0 m³ e demais características técnicas constantes no MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,São João,Escritório Regional de Cascavel,8,2023/2013-0691,Associação dos Municípios do Sudoeste do Paraná
São João,100627,A,302,26,1,Medição Encerrada,,1097,7/4/2014,12/9/2015,12/12/2013,12/9/2015,100,1,"127,308.64","127,308.64",0,Urbanização / Calçadas.Avenida XV de Novembro (Entre Rua Esperança e Avenida Paraná).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,São João,Escritório Regional de Cascavel,8,1923/2013-0609,Associação dos Municípios do Sudoeste do Paraná
São João do Caiuá,100482,A,303,23,1,Concluído,,234,5/28/2014,7/13/2014,9/26/2013,7/13/2014,100,1,"351,281.20","330,000.00","21,281.20",RECAPE - TST.RUA VEREADOR JOÃO PERES FILHO (Trecho 1) - entre Rua São Pedro e Rua Vereador Hilônico Willemann.RUA VEREADOR JOÃO PERES FILHO (Trecho 2) - entre Rua Vereador SantoToniolli e Rua Santos Dumont.RUA VEREADOR ANTONIO GARCIA PERES - entre Rua Ver,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,São João do Caiuá,Escritório Regional de Maringá,13,1923/2013-0251,Associação dos Municípios do Noroeste do Paraná
São João do Ivaí,100083,A,304,29,1,Concluído,,234,6/27/2012,11/27/2012,3/30/2012,11/27/2012,100,1,"199,735.00","181,758.85","17,976.15","RECAPE - TST.Rua Aminthas de Barros, entre a R. Pedro Bezerra Guedes e a R. Vicente Petriceli.Rua Augusto Moraes de Castro, entre a Av. São João e a R. Pepino João Batista.Rua Santo Fabris, entre a R. Joaquim Montes e a Av. São João.Rua José Alves Costa, ",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,São João do Ivaí,Escritório Regional de Londrina,15,1723/2012-0038,Associação dos Municípios do Vale do Ivaí
São João do Ivaí,100425,A,304,35,1,Concluído,,1093,1/13/2015,3/4/2015,8/11/2014,3/4/2015,100,1,"406,355.00","345,204.49","61,150.51","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UM) CAMINHÃO PIPA 4x2, com potência mínima efetiva de 230 CV, capacidade do tanque de 8.000 litros e demais características técnicas constantes no MODELO 07.Aquisição de Veículo para Transporte",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,3,São João do Ivaí,Escritório Regional de Londrina,15,2023/2014-0110,Associação dos Municípios do Vale do Ivaí
São João do Ivaí,100425,A,304,35,2,Concluído,,1093,1/13/2015,3/4/2015,8/11/2014,3/4/2015,100,1,"406,355.00","345,204.49","61,150.51","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UM) CAMINHÃO PIPA 4x2, com potência mínima efetiva de 230 CV, capacidade do tanque de 8.000 litros e demais características técnicas constantes no MODELO 07.Aquisição de Veículo para Transporte",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,3,São João do Ivaí,Escritório Regional de Londrina,15,2023/2014-0110,Associação dos Municípios do Vale do Ivaí
São João do Triunfo,100386,A,305,18,1,Concluído,,223,10/5/2015,3/4/2017,10/27/2014,8/8/2016,72.15,2,"835,541.57","437,426.57","165,429.56",Pavimentação -  CBUQ.Rua XV de novembro entre Rua  Benjamin Constant e Rua Francisco Pereira de Andrade.Rua Francisco Neves Filho entre Rua Francisco Pereira de Andrade  e Rua Prefeito Pedro Ferreira de Andrade.,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,2,São João do Triunfo,Escritório Regional de Ponta Grossa,10,2023/2013-0692,Associação dos Municípios do Sul do Paraná
São Jorge do Ivaí,100483,A,307,21,1,Concluído,,234,2/20/2014,6/13/2014,9/10/2013,6/13/2014,100,1,"343,500.00","330,000.00","13,500.00",RECAPE - CBUQ.Rua Ver. Victor Furtado entre Rua João Quirino dos Santos e Rua Ver. Miguel Manzano.Rua João Quirino dos Santos entre Rua Ver. Victor  Furtado  e Rua Santos Dumont.Rua Ver. Augusto Lautenschlager entre Rua Achiles Casetta e Rua Ver. Angelo S,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,São Jorge do Ivaí,Escritório Regional de Maringá,14,1923/2013-0253,Associação dos Municípos do Setentrião Paranaense
São Jorge do Ivaí,100484,A,307,22,1,Concluído,,1093,4/8/2015,4/9/2015,8/22/2014,4/9/2015,100,1,"224,900.00","164,160.58","60,739.42","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UM) CAMINHÃO PIPA 4x2, com potência mínima efetiva de 230 CV, capacidade do tanque de 8.000 litros e demais características técnicas constantes no MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,4,São Jorge do Ivaí,Escritório Regional de Maringá,14,2023/2014-0126,Associação dos Municípos do Setentrião Paranaense
São Jorge do Patrocínio,100084,A,308,20,1,Medição Encerrada,,223,6/29/2012,9/12/2012,5/17/2012,9/12/2012,100,1,"178,252.81","178,252.81",0,"Pavimentação - TST.Rua Guilherme Pazian (entre as ruas José Pereira dos Santos e Agostino Ramos de Oliveira).Prolongamento da Rua A (Marginal da Rodovia PR-490, Parque Industrial).",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,São Jorge do Patrocínio,Escritório Regional de Maringá,4,1723/2012-0051,Associação dos Municípios da Região de Entre Rios
São Jorge do Patrocínio,100485,A,308,21,1,Concluído,,1092,1/6/2014,1/7/2014,8/23/2013,1/7/2014,100,1,"112,450.00","60,000.00","52,450.00",Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) VEÍCULO TIPO VAN com mínima potência efetiva líquida de 115 CV e demais características técnicas constantes no MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,4,São Jorge do Patrocínio,Escritório Regional de Maringá,4,1923/2013-0034,Associação dos Municípios da Região de Entre Rios
São Jorge do Patrocínio,100486,A,308,22,1,Concluído,,1092,3/19/2014,3/20/2014,8/23/2013,3/20/2014,100,1,"268,950.00","268,950.00",0,Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UM) MICRO ÔNIBUS com mínima potência efetiva líquida de 150 CV e demais especificações técnicas constantes no MODELO 07.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,4,São Jorge do Patrocínio,Escritório Regional de Maringá,4,1923/2013-0033,Associação dos Municípios da Região de Entre Rios
São José da Boa Vista,100393,A,309,10,1,Concluído,,1092,11/27/2014,11/28/2014,6/13/2014,11/28/2014,100,1,"126,000.00","108,000.00","18,000.00","Aquisição de Veículo para Transporte de Passageiro sendo: 01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16 (15+1), mínima potência efetiva líquida 125 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,3,São José da Boa Vista,Escritório Regional de Londrina,12,2023/2014-0102,Associação dos Municípios do Norte Pioneiro
São José da Boa Vista,100426,A,309,9,1,Medição Encerrada,,223,6/26/2014,3/4/2017,11/27/2013,12/1/2015,26.08,2,"377,597.21","86,069.42","12,414.13","Pavimentação - Pedra Irregular e Lajota Sextavada.RUA MANOEL JOSÉ BARBOSA, VILA CENTENÁRIO.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,São José da Boa Vista,Escritório Regional de Londrina,12,1923/2013-0340,Associação dos Municípios do Norte Pioneiro
São Manoel do Paraná,100085,A,375,19,1,Concluído,,234,1/28/2013,2/22/2013,10/23/2012,2/22/2013,100,1,"197,084.11","181,317.38","15,766.73",RECAPE - TST.Rua dos Índios (entre a Rua da Divisa e a Av. Ivaí).Rua Paranaguá (entre a Av. Indianópolis e a Rua dos Índios).Avenida Indianópolis (entre a Rua da Divisa e a Praça Paraná).Rua Japurá (entre a Av. Rondon e a Rua dos Índios).Rua dos Índios (e,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,São Manoel do Paraná,Escritório Regional de Maringá,4,1723/2012-0039,Associação dos Municípios da Região de Entre Rios
São Manoel do Paraná,100594,A,375,21,1,Medição Encerrada,,223,7/2/2014,8/26/2014,12/18/2013,8/26/2014,100,1,"73,894.33","73,649.74",244.59,Pavimentação - TST.Avenida Rondon (entre as ruas Prudente de Moraes e final do Perímetro Urbano).Rua do Café (entre as ruas Padre Anchieta e Prudente de Moraes).Rua Padre Anchieta (entre as ruas Paraíso e Café).Rua Paranaguá (entre as ruas Padre Anchieta ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,São Manoel do Paraná,Escritório Regional de Maringá,4,1923/2013-0255,Associação dos Municípios da Região de Entre Rios
São Manoel do Paraná,100595,A,375,22,1,Concluído,,1091,7/1/2014,7/2/2014,3/26/2014,7/2/2014,100,1,"477,000.00","400,000.00","77,000.00","Aquisição de Veículo para Transporte send:o: Lote 01 - 02 (DOIS) VEÍCULOS Tipo MICRO ÔNIBUS com mínima potência efetiva líquida 160CV, capacidade de passageiros sentados 27 (VENTE E SETE)  e demais características constante do  MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,4,São Manoel do Paraná,Escritório Regional de Maringá,4,2023/2013-0693,Associação dos Municípios da Região de Entre Rios
São Mateus do Sul,100387,A,312,59,1,Concluído,,1093,1/6/2015,1/7/2015,11/25/2013,1/7/2015,100,1,"112,500.00","98,000.00","14,500.00","Lote 1- Aquisição de 01 semi reboque basculante, capacidade de carga mínimo de 30 m3 e demais especificações conforme MODELO 07Lote 2 - Aquisição de 01 cavalo mecânico mínima potência de 400 CV e demais especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,2,São Mateus do Sul,Escritório Regional de Ponta Grossa,10,1923/2013-0530,Associação dos Municípios do Sul do Paraná
São Mateus do Sul,100388,A,312,60,1,Concluído,,1092,11/11/2014,11/12/2014,11/25/2013,11/12/2014,100,1,"179,000.00","170,000.00","9,000.00","Aquisição de 01 veículo tipo VAN para apoio à saúde ( ambulância), mínima potência do motor 140 CV, direção hidráulica, conforme especificações contidas no MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,2,São Mateus do Sul,Escritório Regional de Ponta Grossa,10,1923/2013-0531,Associação dos Municípios do Sul do Paraná
São Miguel do Iguaçu,100545,A,313,41,1,Medição Encerrada,,223,5/27/2014,3/4/2017,10/16/2013,4/22/2015,43.16,2,"81,894.30","26,761.40","8,587.09",Pavimentação - Pedra Irregular e Lajota Sextavada.Rua Iguaçu (entre Av. XV de Novembro e Rua Santo Antônio) - Distrito de São Jorge.Rua 03 de Outubro (entre Rua 7 de Setembro e Rua Guanabara) - Distrito de Aurora do Iguaçu.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,São Miguel do Iguaçu,Escritório Regional de Cascavel,7,1923/2013-0308,Associação dos Municípios do Oeste do Paraná
São Miguel do Iguaçu,100546,A,313,42,1,Concluído,,1093,11/27/2014,11/28/2014,12/10/2013,11/28/2014,100,1,"386,000.00","386,000.00",0,"Aquisição de 01 britador, especificações técnicas conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,São Miguel do Iguaçu,Escritório Regional de Cascavel,7,1923/2013-0256,Associação dos Municípios do Oeste do Paraná
São Pedro do Iguaçu,100596,A,376,29,1,Concluído,,1093,5/22/2014,5/23/2014,8/15/2013,5/23/2014,100,1,"309,500.00","309,500.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo:LOTE 01 - 01 (UMA) PÁ CARREGADEIRA, com mínima potência efetiva líquida de 132 HP e demais características técnicas constantes do MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,São Pedro do Iguaçu,Escritório Regional de Cascavel,7,1923/2013-0035,Associação dos Municípios do Oeste do Paraná
São Pedro do Iguaçu,100597,A,376,30,1,Concluído,,1239,8/17/2015,8/18/2015,6/17/2014,8/18/2015,100,1,"118,900.00","99,915.97","18,984.03","Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 -  01 (UM) VEÍCULO TIPO VAN capacidade de transporte passageiros 16(15+1), mínima potência efetiva líquida 115 CV e demais características técnicas constante do MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,São Pedro do Iguaçu,Escritório Regional de Cascavel,7,2023/2014-0114,Associação dos Municípios do Oeste do Paraná
São Pedro do Ivaí,100427,A,314,29,1,Em Execução,,234,3/13/2014,3/4/2017,10/24/2013,8/20/2014,50.95,2,"332,615.54","169,470.87",0,RECAPE - CBUQ e Pavimentação -  CBUQ.RUA VEREADOR JOSÉ ANTONIO DADALTO - entre Rua Pedro Paulo Sobrinho e Rua Carlos Silva.RUA FRANCISCO DE MELLO SOBRINHO - entre Rua Pedro Paulo Sobrinho e Rua Carlos Silva.TRAVESSA SANTA CECÍLIA - entre Rua Ricardo Bolog,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,São Pedro do Ivaí,Escritório Regional de Londrina,15,1923/2013-0104,Associação dos Municípios do Vale do Ivaí
